,gene,disease
15053,DPAGT1,Hereditary Diffuse Gastric Cancer
15054,DPAGT1,Congenital disorder of glycosylation type 1J
15055,DPAGT1,"MYASTHENIC SYNDROME, CONGENITAL, 13"
15056,DPEP1,Colorectal Carcinoma
15057,DPEP1,Degenerative polyarthritis
15058,DPEP1,Osteoarthrosis Deformans
15059,DPH1,Malignant neoplasm of ovary
15060,DPH1,"DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FEATURES, AND SPARSE HAIR"
15061,DPP4,Mental Depression
15062,DPP4,Depressive disorder
15063,DPP4,Proteinuria
15064,DPP6,Amyotrophic Lateral Sclerosis
15065,DPP6,Microcephaly autosomal dominant
15066,DPP6,Paroxysmal familial ventricular fibrillation
15067,DPP6,Amyotrophic Lateral Sclerosis With Dementia
15068,DPP6,Primary microcephaly
15069,DPP6,"Amyotrophic Lateral Sclerosis, Guam Form"
15070,DPP6,Autism Spectrum Disorders
15071,DPP6,"Ventricular Fibrillation, Paroxysmal Familial, 1"
15072,DPP6,"VENTRICULAR FIBRILLATION DURING MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO"
15073,DPP6,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 33"
15074,DPT,Varicosity
15075,DPYD,Autistic Disorder
15076,DPYD,Malignant neoplasm of breast
15077,DPYD,Malignant Neoplasms
15078,DPYD,Malignant tumor of colon
15079,DPYD,Colonic Neoplasms
15080,DPYD,Colorectal Carcinoma
15081,DPYD,Colorectal Neoplasms
15082,DPYD,Head and Neck Neoplasms
15083,DPYD,Head Neoplasms
15084,DPYD,Language Delay
15085,DPYD,Language Development Disorders
15086,DPYD,Lung Neoplasms
15087,DPYD,Malignant neoplasm of stomach
15088,DPYD,Neck Neoplasms
15089,DPYD,Neoplasm Metastasis
15090,DPYD,nervous system disorder
15091,DPYD,Neutropenia
15092,DPYD,Obesity
15093,DPYD,Pancreatic Neoplasm
15094,DPYD,"Purine-Pyrimidine Metabolism, Inborn Errors"
15095,DPYD,Schizophrenia
15096,DPYD,Stomach Neoplasms
15097,DPYD,Speech Delay
15098,DPYD,Malignant neoplasm of lung
15099,DPYD,Leukoencephalopathy
15100,DPYD,Poisoning by fluorouracil
15101,DPYD,Malignant Head and Neck Neoplasm
15102,DPYD,Malignant neoplasm of pancreas
15103,DPYD,Semantic-Pragmatic Disorder
15104,DPYD,Breast Carcinoma
15105,DPYD,Cancer of Neck
15106,DPYD,Cancer of Head
15107,DPYD,"Auditory Processing Disorder, Central"
15108,DPYD,Upper Aerodigestive Tract Neoplasms
15109,DPYD,"Mammary Neoplasms, Human"
15110,DPYD,Mammary Neoplasms
15111,DPYD,Autism Spectrum Disorders
15112,DPYD,Hereditary Diffuse Gastric Cancer
15113,DPYD,Childhood Ataxia with Central Nervous System Hypomyelinization
15114,DPYD,Dihydropyrimidine Dehydrogenase Deficiency
15115,DPYD,Liver carcinoma
15116,DPYD,Dihydropyrimidinuria
15117,DPYD,1p21.3 microdeletion syndrome
15118,DPYD,"Mammary Carcinoma, Human"
15119,DPYD,Peripheral Nervous System Diseases
15120,DPYS,"Liver Cirrhosis, Experimental"
15121,DPYS,Dihydropyrimidinase deficiency
15122,DPYS,Dihydropyrimidinuria
15123,DPYSL2,"Alcoholic Intoxication, Chronic"
15124,DPYSL2,Alzheimer's Disease
15125,DPYSL2,Bipolar Disorder
15126,DPYSL2,Colorectal Carcinoma
15127,DPYSL2,Delusional disorder
15128,DPYSL2,Presenile dementia
15129,DPYSL2,Mental Depression
15130,DPYSL2,Depressive disorder
15131,DPYSL2,Degenerative polyarthritis
15132,DPYSL2,Paranoid Schizophrenia
15133,DPYSL2,Osteoarthrosis Deformans
15134,DPYSL2,Familial Alzheimer Disease (FAD)
15135,DPYSL2,"Alzheimer Disease, Late Onset"
15136,DPYSL2,Acute Confusional Senile Dementia
15137,DPYSL2,"Alzheimer's Disease, Focal Onset"
15138,DPYSL2,"Alzheimer Disease, Early Onset"
15139,SLC26A3,Ulcerative Colitis
15140,SLC26A3,Congenital chloride diarrhea
15141,DRD1,"Alcoholic Intoxication, Chronic"
15142,DRD1,Autistic Disorder
15143,DRD1,Bipolar Disorder
15144,DRD1,"Depression, Bipolar"
15145,DRD1,Catalepsy
15146,DRD1,Cocaine Abuse
15147,DRD1,Mental Depression
15148,DRD1,Depressive disorder
15149,DRD1,"Dyskinesia, Drug-Induced"
15150,DRD1,Hypotension
15151,DRD1,Jacksonian Seizure
15152,DRD1,Manic Disorder
15153,DRD1,Movement Disorders
15154,DRD1,Parkinson Disease
15155,DRD1,Schizophrenia
15156,DRD1,Seizures
15157,DRD1,Complex partial seizures
15158,DRD1,Recurrent depression
15159,DRD1,Waxy flexibility
15160,DRD1,Generalized seizures
15161,DRD1,Clonic Seizures
15162,DRD1,Amphetamine-Related Disorders
15163,DRD1,Cocaine-Related Disorders
15164,DRD1,Amphetamine Addiction
15165,DRD1,Amphetamine Abuse
15166,DRD1,Etat Marbre
15167,DRD1,Visual seizure
15168,DRD1,Tonic Seizures
15169,DRD1,Epileptic drop attack
15170,DRD1,Manic
15171,DRD1,"Seizures, Somatosensory"
15172,DRD1,"Seizures, Auditory"
15173,DRD1,Olfactory seizure
15174,DRD1,Gustatory seizure
15175,DRD1,Vertiginous seizure
15176,DRD1,Tonic - clonic seizures
15177,DRD1,Cocaine Dependence
15178,DRD1,Non-epileptic convulsion
15179,DRD1,"Dyskinesia, Medication-Induced"
15180,DRD1,Single Seizure
15181,DRD1,Atonic Absence Seizures
15182,DRD1,"Hyperkinesia, Generalized"
15183,DRD1,Convulsive Seizures
15184,DRD1,"Seizures, Focal"
15185,DRD1,"Seizures, Sensory"
15186,DRD1,Nonepileptic Seizures
15187,DRD1,Hyperkinesia
15188,DRD1,Convulsions
15189,DRD1,Absence Seizures
15190,DRD1,Epileptic Seizures
15191,DRD1,Myoclonic Seizures
15192,DRD1,Generalized Absence Seizures
15193,DRD2,"Alcoholic Intoxication, Chronic"
15194,DRD2,Anxiety Disorders
15195,DRD2,Basal Ganglia Diseases
15196,DRD2,Bipolar Disorder
15197,DRD2,Cannabis Dependence
15198,DRD2,Catalepsy
15199,DRD2,Developmental Disabilities
15200,DRD2,Cocaine Abuse
15201,DRD2,Cognition Disorders
15202,DRD2,Delirium
15203,DRD2,Mental Depression
15204,DRD2,Depressive disorder
15205,DRD2,Drug abuse
15206,DRD2,Drug habituation
15207,DRD2,Drug Use Disorders
15208,DRD2,Dyskinetic syndrome
15209,DRD2,"Dyskinesia, Drug-Induced"
15210,DRD2,Extrapyramidal Disorders
15211,DRD2,Heroin Dependence
15212,DRD2,Hyperprolactinemia
15213,DRD2,Hypertensive disease
15214,DRD2,Hypotension
15215,DRD2,"Disruptive, Impulse Control, and Conduct Disorders"
15216,DRD2,Intermittent Explosive Disorder
15217,DRD2,Jacksonian Seizure
15218,DRD2,Language Disorders
15219,DRD2,"Major depression, single episode"
15220,DRD2,Marijuana Abuse
15221,DRD2,Memory Disorders
15222,DRD2,Movement Disorders
15223,DRD2,Nicotine Dependence
15224,DRD2,"Organic Mental Disorders, Substance-Induced"
15225,DRD2,Pain
15226,DRD2,Parkinson Disease
15227,DRD2,Pituitary Adenoma
15228,DRD2,Pituitary Neoplasms
15229,DRD2,Schizophrenia
15230,DRD2,Seizures
15231,DRD2,Substance Dependence
15232,DRD2,Substance Use Disorders
15233,DRD2,Substance Withdrawal Syndrome
15234,DRD2,Tachycardia
15235,DRD2,Tobacco Dependence
15236,DRD2,Attention Deficit Disorder
15237,DRD2,Unipolar Depression
15238,DRD2,Weight Gain
15239,DRD2,Tachyarrhythmia
15240,DRD2,Alcohol abuse
15241,DRD2,Child Development Deviations
15242,DRD2,"Child Development Disorders, Specific"
15243,DRD2,Drug Withdrawal Symptoms
15244,DRD2,Withdrawal Symptoms
15245,DRD2,Complex partial seizures
15246,DRD2,Lingual-Facial-Buccal Dyskinesia
15247,DRD2,Anhedonia
15248,DRD2,Hemiballismus
15249,DRD2,Recurrent depression
15250,DRD2,Asterixis
15251,DRD2,Waxy flexibility
15252,DRD2,Memory impairment
15253,DRD2,"Pain, Burning"
15254,DRD2,Ache
15255,DRD2,Radiating pain
15256,DRD2,Generalized seizures
15257,DRD2,Clonic Seizures
15258,DRD2,Amphetamine-Related Disorders
15259,DRD2,Cocaine-Related Disorders
15260,DRD2,Amphetamine Addiction
15261,DRD2,Amphetamine Abuse
15262,DRD2,Substance-Related Disorders
15263,DRD2,Parkinsonian Disorders
15264,DRD2,Ramsay Hunt Paralysis Syndrome
15265,DRD2,Etat Marbre
15266,DRD2,Visual seizure
15267,DRD2,Tonic Seizures
15268,DRD2,Epileptic drop attack
15269,DRD2,Pituitary carcinoma
15270,DRD2,"Anxiety States, Neurotic"
15271,DRD2,Nicotine Use Disorder
15272,DRD2,"Seizures, Somatosensory"
15273,DRD2,"Seizures, Auditory"
15274,DRD2,Olfactory seizure
15275,DRD2,Gustatory seizure
15276,DRD2,Vertiginous seizure
15277,DRD2,Involuntary Movements
15278,DRD2,Bradycardia
15279,DRD2,Acquired Language Disorders
15280,DRD2,Oral Dyskinesia
15281,DRD2,"Pain, Splitting"
15282,DRD2,"Pain, Crushing"
15283,DRD2,Tonic - clonic seizures
15284,DRD2,Mood Disorders
15285,DRD2,heroin abuse
15286,DRD2,Cocaine Dependence
15287,DRD2,Substance abuse problem
15288,DRD2,Lenticulostriate Disorders
15289,DRD2,Non-epileptic convulsion
15290,DRD2,"Dyskinesia, Medication-Induced"
15291,DRD2,Single Seizure
15292,DRD2,Atonic Absence Seizures
15293,DRD2,"Hyperkinesia, Generalized"
15294,DRD2,Age-Related Memory Disorders
15295,DRD2,"Memory Disorder, Semantic"
15296,DRD2,"Memory Disorder, Spatial"
15297,DRD2,Memory Loss
15298,DRD2,"Pain, Migratory"
15299,DRD2,"Suffering, Physical"
15300,DRD2,Convulsive Seizures
15301,DRD2,"Seizures, Focal"
15302,DRD2,"Seizures, Sensory"
15303,DRD2,Autosomal Dominant Juvenile Parkinson Disease
15304,DRD2,Autosomal Dominant Parkinsonism
15305,DRD2,Autosomal Recessive Parkinsonism
15306,DRD2,"Parkinsonism, Experimental"
15307,DRD2,Familial Juvenile Parkinsonism
15308,DRD2,"Parkinsonism, Juvenile"
15309,DRD2,Ballismus
15310,DRD2,Attention deficit hyperactivity disorder
15311,DRD2,Major Depressive Disorder
15312,DRD2,Anxiety neurosis (finding)
15313,DRD2,Minimal Brain Dysfunction
15314,DRD2,Drug Dependence
15315,DRD2,Myoclonic dystonia
15316,DRD2,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
15317,DRD2,Nonepileptic Seizures
15318,DRD2,Hyperkinesia
15319,DRD2,Convulsions
15320,DRD2,Prescription Drug Abuse
15321,DRD2,Absence Seizures
15322,DRD2,Epileptic Seizures
15323,DRD2,Myoclonic Seizures
15324,DRD2,Heroin Smoking
15325,DRD2,Generalized Absence Seizures
15326,DRD3,"Alcoholic Intoxication, Chronic"
15327,DRD3,Autistic Disorder
15328,DRD3,Basal Ganglia Diseases
15329,DRD3,Bipolar Disorder
15330,DRD3,Cocaine Abuse
15331,DRD3,Cognition Disorders
15332,DRD3,Delirium
15333,DRD3,Mental Depression
15334,DRD3,Depressive disorder
15335,DRD3,"Dyskinesia, Drug-Induced"
15336,DRD3,Extrapyramidal Disorders
15337,DRD3,Gambling
15338,DRD3,Hyperalgesia
15339,DRD3,"Disruptive, Impulse Control, and Conduct Disorders"
15340,DRD3,Intermittent Explosive Disorder
15341,DRD3,Jacksonian Seizure
15342,DRD3,Movement Disorders
15343,DRD3,"Gambling, Pathological"
15344,DRD3,Schizophrenia
15345,DRD3,Seizures
15346,DRD3,Gilles de la Tourette syndrome
15347,DRD3,Unipolar Depression
15348,DRD3,Alcohol abuse
15349,DRD3,Complex partial seizures
15350,DRD3,Recurrent depression
15351,DRD3,Generalized seizures
15352,DRD3,Clonic Seizures
15353,DRD3,Amphetamine-Related Disorders
15354,DRD3,Cocaine-Related Disorders
15355,DRD3,Amphetamine Addiction
15356,DRD3,Amphetamine Abuse
15357,DRD3,Etat Marbre
15358,DRD3,Visual seizure
15359,DRD3,Tonic Seizures
15360,DRD3,Epileptic drop attack
15361,DRD3,"Seizures, Somatosensory"
15362,DRD3,"Seizures, Auditory"
15363,DRD3,Olfactory seizure
15364,DRD3,Gustatory seizure
15365,DRD3,Vertiginous seizure
15366,DRD3,Allodynia
15367,DRD3,Tonic - clonic seizures
15368,DRD3,Mood Disorders
15369,DRD3,Cocaine Dependence
15370,DRD3,Lenticulostriate Disorders
15371,DRD3,Non-epileptic convulsion
15372,DRD3,"Dyskinesia, Medication-Induced"
15373,DRD3,Single Seizure
15374,DRD3,Atonic Absence Seizures
15375,DRD3,"Hyperalgesia, Primary"
15376,DRD3,"Hyperalgesia, Secondary"
15377,DRD3,Tactile Allodynia
15378,DRD3,"Hyperalgesia, Thermal"
15379,DRD3,"Hyperkinesia, Generalized"
15380,DRD3,Convulsive Seizures
15381,DRD3,"Seizures, Focal"
15382,DRD3,"Seizures, Sensory"
15383,DRD3,Major Depressive Disorder
15384,DRD3,"TREMOR, HEREDITARY ESSENTIAL, 1"
15385,DRD3,Mechanical Allodynia
15386,DRD3,Nonepileptic Seizures
15387,DRD3,Hyperkinesia
15388,DRD3,Convulsions
15389,DRD3,Absence Seizures
15390,DRD3,Epileptic Seizures
15391,DRD3,Myoclonic Seizures
15392,DRD3,Generalized Absence Seizures
15393,DRD4,Alcoholic Intoxication
15394,DRD4,"Alcoholic Intoxication, Chronic"
15395,DRD4,Separation Anxiety Disorder
15396,DRD4,Bipolar Disorder
15397,DRD4,"Child Development Disorders, Pervasive"
15398,DRD4,Chronic Motor or Vocal Tic Disorder
15399,DRD4,Mental Depression
15400,DRD4,Depressive disorder
15401,DRD4,Disruptive Behavior Disorder
15402,DRD4,Marijuana Abuse
15403,DRD4,Oppositional Defiant Disorder
15404,DRD4,Schizophrenia
15405,DRD4,Tic disorder
15406,DRD4,Transient Tic Disorder
15407,DRD4,Attention Deficit Disorder
15408,DRD4,Unipolar Depression
15409,DRD4,Seasonal Affective Disorder
15410,DRD4,Alcohol abuse
15411,DRD4,Dysphoric mood
15412,DRD4,Amphetamine-Related Disorders
15413,DRD4,Amphetamine Addiction
15414,DRD4,Amphetamine Abuse
15415,DRD4,Attention Deficit and Disruptive Behavior Disorders
15416,DRD4,"Tic Disorders, Vocal"
15417,DRD4,Pervasive Development Disorder
15418,DRD4,Mood Disorders
15419,DRD4,Childhood Tic Disorders
15420,DRD4,Motor Tic Disorders
15421,DRD4,Attention deficit hyperactivity disorder
15422,DRD4,Major Depressive Disorder
15423,DRD4,Minimal Brain Dysfunction
15424,DRD4,NOVELTY SEEKING PERSONALITY TRAIT
15425,DRD4,Cannabis use
15426,DRD5,Bipolar Disorder
15427,DRD5,"Depression, Bipolar"
15428,DRD5,Blepharospasm
15429,DRD5,Endogenous depression
15430,DRD5,Depressive disorder
15431,DRD5,Manic Disorder
15432,DRD5,Melancholia
15433,DRD5,"Psychosis, Brief Reactive"
15434,DRD5,Psychotic Disorders
15435,DRD5,Schizoaffective Disorder
15436,DRD5,Schizophreniform Disorders
15437,DRD5,Torticollis
15438,DRD5,Attention Deficit Disorder
15439,DRD5,Unipolar Depression
15440,DRD5,Depressive Syndrome
15441,DRD5,Spasmodic torticollis
15442,DRD5,"Depression, Neurotic"
15443,DRD5,Manic
15444,DRD5,"Torticollis, Psychogenic"
15445,DRD5,"Torticollis, Intermittent"
15446,DRD5,Cervical Dystonia
15447,DRD5,Attention deficit hyperactivity disorder
15448,DRD5,Minimal Brain Dysfunction
15449,DRD5,Benign essential blepharospasm
15450,DRD5,"BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO"
15451,ATN1,Cleft Palate
15452,ATN1,Seizures
15453,ATN1,Feeding difficulties
15454,ATN1,Cardiovascular Abnormalities
15455,ATN1,Congenital anomaly of the kidney
15456,ATN1,Global developmental delay
15457,ATN1,Atypical Inclusion-Body Disease
15458,ATN1,Familial Progressive Myoclonic Epilepsy
15459,ATN1,"Myoclonic Epilepsies, Progressive"
15460,ATN1,Action Myoclonus-Renal Failure Syndrome
15461,ATN1,Biotin-Responsive Encephalopathy
15462,ATN1,Dentatorubral-Pallidoluysian Atrophy
15463,ATN1,May-White Syndrome
15464,ATN1,Generalized hypotonia
15465,ATN1,Intellectual Disability
15466,DSC1,melanoma
15467,DSC2,"Hepatitis, Toxic"
15468,DSC2,Drug-Induced Liver Disease
15469,DSC2,Cardiomyopathies
15470,DSC2,"Hepatitis, Drug-Induced"
15471,DSC2,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11"
15472,DSC2,Drug-Induced Acute Liver Injury
15473,DSC2,Chemical and Drug Induced Liver Injury
15474,DSC2,Chemically-Induced Liver Toxicity
15475,DSC3,Malignant neoplasm of breast
15476,DSC3,Breast Carcinoma
15477,DSC3,"Mammary Neoplasms, Human"
15478,DSC3,Mammary Neoplasms
15479,DSC3,Hypotrichosis And Recurrent Skin Vesicles
15480,DSC3,"Mammary Carcinoma, Human"
15481,DSCAM,Bipolar Disorder
15482,DSCAM,Drug abuse
15483,DSCAM,Drug habituation
15484,DSCAM,Drug Use Disorders
15485,DSCAM,Hepatomegaly
15486,DSCAM,"Organic Mental Disorders, Substance-Induced"
15487,DSCAM,Substance Dependence
15488,DSCAM,Substance Use Disorders
15489,DSCAM,Substance-Related Disorders
15490,DSCAM,Substance abuse problem
15491,DSCAM,Drug Dependence
15492,DSCAM,Neurodevelopmental Disorders
15493,DSCAM,Prescription Drug Abuse
15494,RCAN1,Rheumatoid Arthritis
15495,RCAN1,Down Syndrome
15496,RCAN1,Congenital Heart Defects
15497,RCAN1,Huntington Disease
15498,RCAN1,Craniofacial Abnormalities
15499,RCAN1,"Huntington Disease, Late Onset"
15500,RCAN1,"Down Syndrome, Partial Trisomy 21"
15501,RCAN1,"Trisomy 21, Meiotic Nondisjunction"
15502,RCAN1,"Trisomy 21, Mitotic Nondisjunction"
15503,RCAN1,Akinetic-Rigid Variant of Huntington Disease
15504,RCAN1,Juvenile Huntington Disease
15505,RCAN1,Liver carcinoma
15506,DSG1,Dermatitis
15507,DSG1,Hypersensitivity
15508,DSG1,Metabolic Diseases
15509,DSG1,Allergic Reaction
15510,DSG1,Keratosis palmoplantaris striata 1
15511,DSG1,"Severe dermatitis, multiple allergies, metabolic wasting syndrome"
15512,DSG1,"Keratoderma, Palmoplantar"
15513,DSG1,Striate palmoplantar keratoderma
15514,DSG1,Focal palmoplantar keratoderma with joint keratoses
15515,DSG1,Diffuse palmoplantar keratoderma with painful fissures
15516,DSG2,Familial dilated cardiomyopathy
15517,DSG2,Cardiomyopathies
15518,DSG2,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 10"
15519,DSG2,"Cardiomyopathy, Dilated, 1BB"
15520,TSC22D3,Hyperinsulinism
15521,TSC22D3,Male infertility
15522,TSC22D3,Testicular Diseases
15523,TSC22D3,"Subfertility, Male"
15524,TSC22D3,Male sterility
15525,TSC22D3,Endogenous Hyperinsulinism
15526,TSC22D3,Exogenous Hyperinsulinism
15527,TSC22D3,Compensatory Hyperinsulinemia
15528,TSC22D3,Weight decreased
15529,DSP,Hypertrophic Cardiomyopathy
15530,DSP,Chronic Obstructive Airway Disease
15531,DSP,Pulmonary Fibrosis
15532,DSP,Sudden Cardiac Death
15533,DSP,Hamman-Rich syndrome
15534,DSP,Cardiomyopathies
15535,DSP,Chronic Airflow Obstruction
15536,DSP,Sudden Cardiac Arrest
15537,DSP,Idiopathic Pulmonary Fibrosis
15538,DSP,Skin Fragility-Woolly Hair Syndrome
15539,DSP,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8"
15540,DSP,KERATOSIS PALMOPLANTARIS STRIATA II
15541,DSP,Cardiomyopathy dilated with Woolly hair and keratoderma
15542,DSP,Ectodermal dysplasia/ skin fragility syndrome
15543,DSP,"Epidermolysis bullosa, lethal acantholytic"
15544,DSP,"Severe dermatitis, multiple allergies, metabolic wasting syndrome"
15545,DSP,"CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS"
15546,DSP,Striate palmoplantar keratoderma
15547,DSP,"Alveolitis, Fibrosing"
15548,DSP,Hamman-Rich Disease
15549,DSP,Usual Interstitial Pneumonia
15550,DSP,Familial Idiopathic Pulmonary Fibrosis
15551,DSPP,Squamous cell carcinoma
15552,DSPP,Dentinogenesis Imperfecta
15553,DSPP,Mouth Neoplasms
15554,DSPP,Malignant neoplasm of mouth
15555,DSPP,Hereditary Opalescent Dentin (disorder)
15556,DSPP,Dentinogenesis imperfecta - Shield's type III (disorder)
15557,DSPP,"Dentin dysplasia, type 1"
15558,DSPP,"Dentin dyspalsia, Shields type 2"
15559,DSPP,hearing impairment
15560,DSPP,"Deafness, Autosomal Dominant 39, with Dentinogenesis Imperfecta 1"
15561,DSPP,Dentinogenesis imperfecta without osteogenesis imperfecta
15562,DSPP,Opalescent dentin
15563,SLC26A2,"Bone Diseases, Developmental"
15564,SLC26A2,Ear Diseases
15565,SLC26A2,Kyphosis deformity of spine
15566,SLC26A2,Multiple Epiphyseal Dysplasia
15567,SLC26A2,Diastrophic dysplasia
15568,SLC26A2,"Achondrogenesis, type IB (disorder)"
15569,SLC26A2,Craniofacial Abnormalities
15570,SLC26A2,Disproportionate short stature
15571,SLC26A2,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 4"
15572,SLC26A2,Atelosteogenesis type 2
15573,SLC26A2,De La Chapelle Dysplasia
15574,SLC26A2,"Diastrophic Dysplasia, Broad Bone-Platyspondylic Variant"
15575,DTNA,Meniere Disease
15576,DTNA,Cardiomyopathies
15577,DTNA,"NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1"
15578,DTNA,Left ventricular noncompaction
15579,HBEGF,Endometriosis
15580,HBEGF,Tonic-Clonic Epilepsy
15581,HBEGF,"Kidney Failure, Acute"
15582,HBEGF,"Kidney Failure, Chronic"
15583,HBEGF,Malignant neoplasm of stomach
15584,HBEGF,Reperfusion Injury
15585,HBEGF,Stomach Neoplasms
15586,HBEGF,Juvenile-Onset Still Disease
15587,HBEGF,Left Ventricular Hypertrophy
15588,HBEGF,Endometrioma
15589,HBEGF,Necrotizing Enterocolitis
15590,HBEGF,Cryptogenic Tonic-Clonic Epilepsy
15591,HBEGF,"Epilepsy, Tonic-Clonic, Familial"
15592,HBEGF,"Epilepsy, Tonic-Clonic, Symptomatic"
15593,HBEGF,Cardiotoxicity
15594,HBEGF,Acute Kidney Insufficiency
15595,HBEGF,Hereditary Diffuse Gastric Cancer
15596,HBEGF,Acute kidney injury
15597,HBEGF,Juvenile arthritis
15598,HBEGF,Juvenile psoriatic arthritis
15599,HBEGF,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
15600,HBEGF,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
15601,DTX1,oligodendroglioma
15602,DTX1,Adult Oligodendroglioma
15603,DTX1,Childhood Oligodendroglioma
15604,DTX1,Mixed Oligodendroglioma-Astrocytoma
15605,DTX1,Anaplastic Oligodendroglioma
15606,DTX1,Oligodendroblastoma
15607,DTX1,Mixed Oligodendroglioma-Ependymoma
15608,DTX1,Well Differentiated Oligodendroglioma
15609,DTX1,"Carcinoma, Pancreatic Ductal"
15610,ECM2,Spontaneous abortion
15611,ECM2,"Abortion, Tubal"
15612,ECM2,Early Pregnancy Loss
15613,ECM2,Miscarriage
15614,DUSP1,Mental Depression
15615,DUSP1,Depressive disorder
15616,DUSP1,Contact Dermatitis
15617,DUSP1,Endometriosis
15618,DUSP1,Juvenile-Onset Still Disease
15619,DUSP1,Myocardial Ischemia
15620,DUSP1,Contact hypersensitivity
15621,DUSP1,Endometrioma
15622,DUSP1,Juvenile arthritis
15623,DUSP1,Juvenile psoriatic arthritis
15624,DUSP1,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
15625,DUSP1,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
15626,DUSP2,Juvenile-Onset Still Disease
15627,DUSP2,Juvenile arthritis
15628,DUSP2,Juvenile psoriatic arthritis
15629,DUSP2,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
15630,DUSP2,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
15631,DUSP3,Non-Small Cell Lung Carcinoma
15632,DUSP4,Mental Depression
15633,DUSP4,Depressive disorder
15634,DUSP4,Juvenile-Onset Still Disease
15635,DUSP4,Juvenile arthritis
15636,DUSP4,Juvenile psoriatic arthritis
15637,DUSP4,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
15638,DUSP4,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
15639,DUSP5,Hypertensive disease
15640,DUSP6,Bipolar Disorder
15641,DUSP6,Carcinoma
15642,DUSP6,Mental Depression
15643,DUSP6,Depressive disorder
15644,DUSP6,Glioblastoma
15645,DUSP6,"Liver Cirrhosis, Experimental"
15646,DUSP6,Animal Mammary Neoplasms
15647,DUSP6,"Mammary Neoplasms, Experimental"
15648,DUSP6,Myocardial Ischemia
15649,DUSP6,Kallmann Syndrome
15650,DUSP6,Anaplastic carcinoma
15651,DUSP6,"Carcinoma, Spindle-Cell"
15652,DUSP6,Undifferentiated carcinoma
15653,DUSP6,Carcinomatosis
15654,DUSP6,Giant Cell Glioblastoma
15655,DUSP6,Idiopathic hypogonadotropic hypogonadism
15656,DUSP6,Mood Disorders
15657,DUSP6,"Mammary Carcinoma, Animal"
15658,DUSP6,Glioblastoma Multiforme
15659,DUSP6,HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA
15660,DVL1,Robinow Syndrome
15661,DVL1,Sodium measurement
15662,DVL1,Adverse Event by CTCAE Category
15663,DVL1,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2"
15664,DVL1,"Robinow Syndrome, Autosomal Dominant"
